record_id,dataset_version,record_status,last_validated,Tourist ID,Age,Age_Group,current_site,Site Name,Sites Visited,city,country,Continent,region,Interests,Number_of_Interests,Accessibility,Preferred Tour Duration,Tour Duration,matched_destination,Type,Best Season,UNESCO Site,avg_cost_usd,Cost_Category,budget_level,Tourist Rating,Satisfaction,Avg Rating,Recommendation Accuracy,VR Experience Quality,culture,adventure,nature,beaches,nightlife,cuisine,wellness,urban,seclusion,overall_experience_score,yearly_avg_temp,climate_classification,Popularity_Category,Route ID,System Response Time
REC-03804-cbbc03fb-007628,v1.0,active,2026-01-31,3804,22,18-25,Machu Picchu,Great Wall of China,"['Taj Mahal', 'Machu Picchu']",Cusco,Peru,,,"['Nature', 'Architecture', 'History']",3,True,5,5,,,,,141.62382090419663,,,1.6,3,,86,5.0,,,,,,,,,,,,,,3804000,2.1
REC-03805-3e801283-007629,v1.0,active,2026-01-31,3805,36,36-45,Taj Mahal,Taj Mahal,['Taj Mahal'],Agra,India,,,['Nature'],1,True,5,1,,,,,150.0,,,1.3,3,,92,4.6,,,,,,,,,,,,,,3805000,4.0
REC-03806-3e801283-007630,v1.0,active,2026-01-31,3806,31,26-35,Taj Mahal,Great Wall of China,"['Taj Mahal', 'Eiffel Tower']",Agra,India,,,"['History', 'Nature', 'Art']",3,True,5,4,,,,,196.68285653327823,,,3.2,3,,92,4.6,,,,,,,,,,,,,,3806000,2.43
REC-03806-6e5a907e-007631,v1.0,active,2026-01-31,3806,31,26-35,Eiffel Tower,Great Wall of China,"['Taj Mahal', 'Eiffel Tower']",Paris,France,,europe,"['History', 'Nature', 'Art']",3,True,5,4,,,,,196.68285653327823,,Luxury,3.2,3,,92,4.6,5.0,2.0,3.0,1.0,5.0,5.0,4.0,5.0,2.0,3.555555555555556,13.266666666666666,Temperate,,3806000,2.43
REC-03807-3e801283-007632,v1.0,active,2026-01-31,3807,53,46-55,Taj Mahal,Great Wall of China,"['Taj Mahal', 'Great Wall of China']",Agra,India,,,['Nature'],1,False,3,6,,,,,150.61878797022314,,,2.1,3,,87,4.8,,,,,,,,,,,,,,3807000,3.49
REC-03807-a40279d9-007633,v1.0,active,2026-01-31,3807,53,46-55,Great Wall of China,Great Wall of China,"['Taj Mahal', 'Great Wall of China']",Beijing,China,,asia,['Nature'],1,False,3,6,,,,,150.61878797022314,,Mid-range,2.1,3,,87,4.8,5.0,3.0,3.0,1.0,4.0,5.0,3.0,5.0,2.0,3.4444444444444446,13.475,Temperate,,3807000,3.49
REC-03808-baaadf4e-007634,v1.0,active,2026-01-31,3808,50,46-55,Colosseum,Taj Mahal,"['Colosseum', 'Machu Picchu']",Rome,Italy,,europe,['Nature'],1,False,5,6,,,,,150.0,,Mid-range,2.0,3,,95,4.3,5.0,3.0,3.0,2.0,4.0,5.0,3.0,5.0,2.0,3.555555555555556,16.633333333333333,Temperate,,3808000,1.7
REC-03808-cbbc03fb-007635,v1.0,active,2026-01-31,3808,50,46-55,Machu Picchu,Taj Mahal,"['Colosseum', 'Machu Picchu']",Cusco,Peru,,,['Nature'],1,False,5,6,,,,,150.0,,,2.0,3,,95,4.3,,,,,,,,,,,,,,3808000,1.7
REC-03809-3e801283-007636,v1.0,active,2026-01-31,3809,42,36-45,Taj Mahal,Colosseum,['Taj Mahal'],Agra,India,,,"['Nature', 'Architecture', 'History']",3,False,6,3,,,,,126.88507560597812,,,3.3,3,,93,5.0,,,,,,,,,,,,,,3809000,4.45
REC-03810-a40279d9-007637,v1.0,active,2026-01-31,3810,60,55+,Great Wall of China,Great Wall of China,['Great Wall of China'],Beijing,China,,asia,"['History', 'Cultural', 'Art']",3,False,8,3,,,,,197.9079600975565,,Mid-range,4.4,4,,92,4.0,5.0,3.0,3.0,1.0,4.0,5.0,3.0,5.0,2.0,3.4444444444444446,13.475,Temperate,,3810000,3.3
REC-03811-3e801283-007638,v1.0,active,2026-01-31,3811,46,46-55,Taj Mahal,Machu Picchu,"['Taj Mahal', 'Great Wall of China']",Agra,India,,,"['Nature', 'Architecture']",2,True,6,6,,,,,150.0,,,3.5,4,,93,4.6,,,,,,,,,,,,,,3811000,1.56
REC-03811-a40279d9-007639,v1.0,active,2026-01-31,3811,46,46-55,Great Wall of China,Machu Picchu,"['Taj Mahal', 'Great Wall of China']",Beijing,China,,asia,"['Nature', 'Architecture']",2,True,6,6,,,,,150.0,,Mid-range,3.5,4,,93,4.6,5.0,3.0,3.0,1.0,4.0,5.0,3.0,5.0,2.0,3.4444444444444446,13.475,Temperate,,3811000,1.56
REC-03812-3e801283-007640,v1.0,active,2026-01-31,3812,70,55+,Taj Mahal,Machu Picchu,"['Taj Mahal', 'Machu Picchu', 'Colosseum']",Agra,India,,,"['Cultural', 'History', 'Architecture']",3,False,4,7,,,,,150.0,,,2.7,3,,85,5.0,,,,,,,,,,,,,,3812000,3.57
REC-03812-cbbc03fb-007641,v1.0,active,2026-01-31,3812,70,55+,Machu Picchu,Machu Picchu,"['Taj Mahal', 'Machu Picchu', 'Colosseum']",Cusco,Peru,,,"['Cultural', 'History', 'Architecture']",3,False,4,7,,,,,150.0,,,2.7,3,,85,5.0,,,,,,,,,,,,,,3812000,3.57
REC-03812-baaadf4e-007642,v1.0,active,2026-01-31,3812,70,55+,Colosseum,Machu Picchu,"['Taj Mahal', 'Machu Picchu', 'Colosseum']",Rome,Italy,,europe,"['Cultural', 'History', 'Architecture']",3,False,4,7,,,,,150.0,,Mid-range,2.7,3,,85,5.0,5.0,3.0,3.0,2.0,4.0,5.0,3.0,5.0,2.0,3.555555555555556,16.633333333333333,Temperate,,3812000,3.57
REC-03813-baaadf4e-007643,v1.0,active,2026-01-31,3813,44,36-45,Colosseum,Colosseum,['Colosseum'],Rome,Italy,,europe,['Architecture'],1,True,6,3,,,,,134.23170621300673,,Mid-range,2.4,3,,97,4.3,5.0,3.0,3.0,2.0,4.0,5.0,3.0,5.0,2.0,3.555555555555556,16.633333333333333,Temperate,,3813000,3.95
REC-03814-baaadf4e-007644,v1.0,active,2026-01-31,3814,35,26-35,Colosseum,Taj Mahal,"['Colosseum', 'Great Wall of China']",Rome,Italy,,europe,['Art'],1,True,4,2,,,,,150.0,,Mid-range,2.2,3,,91,4.2,5.0,3.0,3.0,2.0,4.0,5.0,3.0,5.0,2.0,3.555555555555556,16.633333333333333,Temperate,,3814000,4.04
REC-03814-a40279d9-007645,v1.0,active,2026-01-31,3814,35,26-35,Great Wall of China,Taj Mahal,"['Colosseum', 'Great Wall of China']",Beijing,China,,asia,['Art'],1,True,4,2,,,,,150.0,,Mid-range,2.2,3,,91,4.2,5.0,3.0,3.0,1.0,4.0,5.0,3.0,5.0,2.0,3.4444444444444446,13.475,Temperate,,3814000,4.04
REC-03815-cbbc03fb-007646,v1.0,active,2026-01-31,3815,23,18-25,Machu Picchu,Colosseum,"['Machu Picchu', 'Eiffel Tower', 'Taj Mahal']",Cusco,Peru,,,"['Art', 'Architecture']",2,False,4,7,,,,,186.5974149224637,,,4.1,4,,97,4.2,,,,,,,,,,,,,,3815000,4.39
REC-03815-6e5a907e-007647,v1.0,active,2026-01-31,3815,23,18-25,Eiffel Tower,Colosseum,"['Machu Picchu', 'Eiffel Tower', 'Taj Mahal']",Paris,France,,europe,"['Art', 'Architecture']",2,False,4,7,,,,,186.5974149224637,,Luxury,4.1,4,,97,4.2,5.0,2.0,3.0,1.0,5.0,5.0,4.0,5.0,2.0,3.555555555555556,13.266666666666666,Temperate,,3815000,4.39
REC-03815-3e801283-007648,v1.0,active,2026-01-31,3815,23,18-25,Taj Mahal,Colosseum,"['Machu Picchu', 'Eiffel Tower', 'Taj Mahal']",Agra,India,,,"['Art', 'Architecture']",2,False,4,7,,,,,186.5974149224637,,,4.1,4,,97,4.2,,,,,,,,,,,,,,3815000,4.39
REC-03816-3e801283-007649,v1.0,active,2026-01-31,3816,66,55+,Taj Mahal,Eiffel Tower,"['Taj Mahal', 'Colosseum']",Agra,India,,,"['Architecture', 'History', 'Cultural']",3,False,6,4,,,,,265.5548526369198,,,2.3,3,,85,4.6,,,,,,,,,,,,,,3816000,4.1
REC-03816-baaadf4e-007650,v1.0,active,2026-01-31,3816,66,55+,Colosseum,Eiffel Tower,"['Taj Mahal', 'Colosseum']",Rome,Italy,,europe,"['Architecture', 'History', 'Cultural']",3,False,6,4,,,,,265.5548526369198,,Mid-range,2.3,3,,85,4.6,5.0,3.0,3.0,2.0,4.0,5.0,3.0,5.0,2.0,3.555555555555556,16.633333333333333,Temperate,,3816000,4.1
REC-03817-3e801283-007651,v1.0,active,2026-01-31,3817,65,55+,Taj Mahal,Taj Mahal,['Taj Mahal'],Agra,India,,,"['Nature', 'Art']",2,False,7,3,,,,,150.0,,,4.4,4,,91,4.1,,,,,,,,,,,,,,3817000,4.25
REC-03818-cbbc03fb-007652,v1.0,active,2026-01-31,3818,34,26-35,Machu Picchu,Eiffel Tower,"['Machu Picchu', 'Colosseum', 'Taj Mahal']",Cusco,Peru,,,['Nature'],1,False,8,7,,,,,393.6108236436711,,,2.5,3,,99,4.1,,,,,,,,,,,,,,3818000,4.52
REC-03818-baaadf4e-007653,v1.0,active,2026-01-31,3818,34,26-35,Colosseum,Eiffel Tower,"['Machu Picchu', 'Colosseum', 'Taj Mahal']",Rome,Italy,,europe,['Nature'],1,False,8,7,,,,,393.6108236436711,,Mid-range,2.5,3,,99,4.1,5.0,3.0,3.0,2.0,4.0,5.0,3.0,5.0,2.0,3.555555555555556,16.633333333333333,Temperate,,3818000,4.52
REC-03818-3e801283-007654,v1.0,active,2026-01-31,3818,34,26-35,Taj Mahal,Eiffel Tower,"['Machu Picchu', 'Colosseum', 'Taj Mahal']",Agra,India,,,['Nature'],1,False,8,7,,,,,393.6108236436711,,,2.5,3,,99,4.1,,,,,,,,,,,,,,3818000,4.52
REC-03819-cbbc03fb-007655,v1.0,active,2026-01-31,3819,54,46-55,Machu Picchu,Great Wall of China,"['Machu Picchu', 'Great Wall of China', 'Colosseum']",Cusco,Peru,,,"['Architecture', 'Art']",2,False,3,6,,,,,165.94647436044568,,,2.7,3,,89,4.6,,,,,,,,,,,,,,3819000,2.97
REC-03819-a40279d9-007656,v1.0,active,2026-01-31,3819,54,46-55,Great Wall of China,Great Wall of China,"['Machu Picchu', 'Great Wall of China', 'Colosseum']",Beijing,China,,asia,"['Architecture', 'Art']",2,False,3,6,,,,,165.94647436044568,,Mid-range,2.7,3,,89,4.6,5.0,3.0,3.0,1.0,4.0,5.0,3.0,5.0,2.0,3.4444444444444446,13.475,Temperate,,3819000,2.97
REC-03819-baaadf4e-007657,v1.0,active,2026-01-31,3819,54,46-55,Colosseum,Great Wall of China,"['Machu Picchu', 'Great Wall of China', 'Colosseum']",Rome,Italy,,europe,"['Architecture', 'Art']",2,False,3,6,,,,,165.94647436044568,,Mid-range,2.7,3,,89,4.6,5.0,3.0,3.0,2.0,4.0,5.0,3.0,5.0,2.0,3.555555555555556,16.633333333333333,Temperate,,3819000,2.97
REC-03820-baaadf4e-007658,v1.0,active,2026-01-31,3820,59,55+,Colosseum,Machu Picchu,['Colosseum'],Rome,Italy,,europe,"['Art', 'Architecture']",2,False,5,3,,,,,150.0,,Mid-range,2.9,3,,88,4.9,5.0,3.0,3.0,2.0,4.0,5.0,3.0,5.0,2.0,3.555555555555556,16.633333333333333,Temperate,,3820000,4.72
REC-03821-6e5a907e-007659,v1.0,active,2026-01-31,3821,70,55+,Eiffel Tower,Machu Picchu,['Eiffel Tower'],Paris,France,,europe,"['Art', 'Nature', 'Cultural']",3,False,6,3,,,,,150.0,,Luxury,2.5,3,,98,4.4,5.0,2.0,3.0,1.0,5.0,5.0,4.0,5.0,2.0,3.555555555555556,13.266666666666666,Temperate,,3821000,2.99
REC-03822-6e5a907e-007660,v1.0,active,2026-01-31,3822,37,36-45,Eiffel Tower,Colosseum,"['Eiffel Tower', 'Great Wall of China']",Paris,France,,europe,['Art'],1,False,3,5,,,,,167.21382233520876,,Luxury,1.2,3,,85,4.5,5.0,2.0,3.0,1.0,5.0,5.0,4.0,5.0,2.0,3.555555555555556,13.266666666666666,Temperate,,3822000,3.21
REC-03822-a40279d9-007661,v1.0,active,2026-01-31,3822,37,36-45,Great Wall of China,Colosseum,"['Eiffel Tower', 'Great Wall of China']",Beijing,China,,asia,['Art'],1,False,3,5,,,,,167.21382233520876,,Mid-range,1.2,3,,85,4.5,5.0,3.0,3.0,1.0,4.0,5.0,3.0,5.0,2.0,3.4444444444444446,13.475,Temperate,,3822000,3.21
REC-03823-6e5a907e-007662,v1.0,active,2026-01-31,3823,70,55+,Eiffel Tower,Machu Picchu,"['Eiffel Tower', 'Colosseum']",Paris,France,,europe,['Art'],1,True,7,5,,,,,150.0,,Luxury,1.5,3,,91,4.6,5.0,2.0,3.0,1.0,5.0,5.0,4.0,5.0,2.0,3.555555555555556,13.266666666666666,Temperate,,3823000,4.04
REC-03823-baaadf4e-007663,v1.0,active,2026-01-31,3823,70,55+,Colosseum,Machu Picchu,"['Eiffel Tower', 'Colosseum']",Rome,Italy,,europe,['Art'],1,True,7,5,,,,,150.0,,Mid-range,1.5,3,,91,4.6,5.0,3.0,3.0,2.0,4.0,5.0,3.0,5.0,2.0,3.555555555555556,16.633333333333333,Temperate,,3823000,4.04
REC-03824-6e5a907e-007664,v1.0,active,2026-01-31,3824,37,36-45,Eiffel Tower,Taj Mahal,"['Eiffel Tower', 'Great Wall of China']",Paris,France,,europe,"['History', 'Cultural', 'Architecture']",3,True,4,3,,,,,150.0,,Luxury,2.7,3,,98,4.5,5.0,2.0,3.0,1.0,5.0,5.0,4.0,5.0,2.0,3.555555555555556,13.266666666666666,Temperate,,3824000,2.74
REC-03824-a40279d9-007665,v1.0,active,2026-01-31,3824,37,36-45,Great Wall of China,Taj Mahal,"['Eiffel Tower', 'Great Wall of China']",Beijing,China,,asia,"['History', 'Cultural', 'Architecture']",3,True,4,3,,,,,150.0,,Mid-range,2.7,3,,98,4.5,5.0,3.0,3.0,1.0,4.0,5.0,3.0,5.0,2.0,3.4444444444444446,13.475,Temperate,,3824000,2.74
REC-03825-6e5a907e-007666,v1.0,active,2026-01-31,3825,46,46-55,Eiffel Tower,Machu Picchu,['Eiffel Tower'],Paris,France,,europe,"['Art', 'Cultural', 'Architecture']",3,False,8,1,,,,,150.0,,Luxury,3.5,4,,97,4.7,5.0,2.0,3.0,1.0,5.0,5.0,4.0,5.0,2.0,3.555555555555556,13.266666666666666,Temperate,,3825000,4.82
REC-03826-baaadf4e-007667,v1.0,active,2026-01-31,3826,31,26-35,Colosseum,Machu Picchu,['Colosseum'],Rome,Italy,,europe,"['Architecture', 'Cultural']",2,True,5,1,,,,,150.0,,Mid-range,4.9,5,,97,4.8,5.0,3.0,3.0,2.0,4.0,5.0,3.0,5.0,2.0,3.555555555555556,16.633333333333333,Temperate,,3826000,4.5
REC-03827-cbbc03fb-007668,v1.0,active,2026-01-31,3827,48,46-55,Machu Picchu,Colosseum,"['Machu Picchu', 'Taj Mahal', 'Colosseum']",Cusco,Peru,,,"['Cultural', 'History', 'Architecture']",3,False,8,6,,,,,113.06648561006742,,,1.1,3,,91,4.1,,,,,,,,,,,,,,3827000,1.57
REC-03827-3e801283-007669,v1.0,active,2026-01-31,3827,48,46-55,Taj Mahal,Colosseum,"['Machu Picchu', 'Taj Mahal', 'Colosseum']",Agra,India,,,"['Cultural', 'History', 'Architecture']",3,False,8,6,,,,,113.06648561006742,,,1.1,3,,91,4.1,,,,,,,,,,,,,,3827000,1.57
REC-03827-baaadf4e-007670,v1.0,active,2026-01-31,3827,48,46-55,Colosseum,Colosseum,"['Machu Picchu', 'Taj Mahal', 'Colosseum']",Rome,Italy,,europe,"['Cultural', 'History', 'Architecture']",3,False,8,6,,,,,113.06648561006742,,Mid-range,1.1,3,,91,4.1,5.0,3.0,3.0,2.0,4.0,5.0,3.0,5.0,2.0,3.555555555555556,16.633333333333333,Temperate,,3827000,1.57
REC-03828-6e5a907e-007671,v1.0,active,2026-01-31,3828,66,55+,Eiffel Tower,Eiffel Tower,['Eiffel Tower'],Paris,France,,europe,"['History', 'Art', 'Architecture']",3,False,4,1,,,,,383.2794356751225,,Luxury,2.6,3,,99,4.9,5.0,2.0,3.0,1.0,5.0,5.0,4.0,5.0,2.0,3.555555555555556,13.266666666666666,Temperate,,3828000,2.21
REC-03829-baaadf4e-007672,v1.0,active,2026-01-31,3829,43,36-45,Colosseum,Great Wall of China,"['Colosseum', 'Taj Mahal']",Rome,Italy,,europe,"['Art', 'Architecture', 'Cultural']",3,True,6,5,,,,,103.41260183468232,,Mid-range,3.6,4,,92,4.2,5.0,3.0,3.0,2.0,4.0,5.0,3.0,5.0,2.0,3.555555555555556,16.633333333333333,Temperate,,3829000,4.99
REC-03829-3e801283-007673,v1.0,active,2026-01-31,3829,43,36-45,Taj Mahal,Great Wall of China,"['Colosseum', 'Taj Mahal']",Agra,India,,,"['Art', 'Architecture', 'Cultural']",3,True,6,5,,,,,103.41260183468232,,,3.6,4,,92,4.2,,,,,,,,,,,,,,3829000,4.99
REC-03830-baaadf4e-007674,v1.0,active,2026-01-31,3830,52,46-55,Colosseum,Eiffel Tower,"['Colosseum', 'Machu Picchu', 'Great Wall of China']",Rome,Italy,,europe,"['Cultural', 'Art', 'Nature']",3,False,7,5,,,,,219.07664056772376,,Mid-range,3.2,3,,99,4.3,5.0,3.0,3.0,2.0,4.0,5.0,3.0,5.0,2.0,3.555555555555556,16.633333333333333,Temperate,,3830000,4.15
REC-03830-cbbc03fb-007675,v1.0,active,2026-01-31,3830,52,46-55,Machu Picchu,Eiffel Tower,"['Colosseum', 'Machu Picchu', 'Great Wall of China']",Cusco,Peru,,,"['Cultural', 'Art', 'Nature']",3,False,7,5,,,,,219.07664056772376,,,3.2,3,,99,4.3,,,,,,,,,,,,,,3830000,4.15
REC-03830-a40279d9-007676,v1.0,active,2026-01-31,3830,52,46-55,Great Wall of China,Eiffel Tower,"['Colosseum', 'Machu Picchu', 'Great Wall of China']",Beijing,China,,asia,"['Cultural', 'Art', 'Nature']",3,False,7,5,,,,,219.07664056772376,,Mid-range,3.2,3,,99,4.3,5.0,3.0,3.0,1.0,4.0,5.0,3.0,5.0,2.0,3.4444444444444446,13.475,Temperate,,3830000,4.15
REC-03831-3e801283-007677,v1.0,active,2026-01-31,3831,70,55+,Taj Mahal,Eiffel Tower,"['Taj Mahal', 'Eiffel Tower', 'Great Wall of China']",Agra,India,,,['Architecture'],1,False,5,9,,,,,251.02384092495265,,,4.2,4,,91,4.6,,,,,,,,,,,,,,3831000,2.08
REC-03831-6e5a907e-007678,v1.0,active,2026-01-31,3831,70,55+,Eiffel Tower,Eiffel Tower,"['Taj Mahal', 'Eiffel Tower', 'Great Wall of China']",Paris,France,,europe,['Architecture'],1,False,5,9,,,,,251.02384092495265,,Luxury,4.2,4,,91,4.6,5.0,2.0,3.0,1.0,5.0,5.0,4.0,5.0,2.0,3.555555555555556,13.266666666666666,Temperate,,3831000,2.08
REC-03831-a40279d9-007679,v1.0,active,2026-01-31,3831,70,55+,Great Wall of China,Eiffel Tower,"['Taj Mahal', 'Eiffel Tower', 'Great Wall of China']",Beijing,China,,asia,['Architecture'],1,False,5,9,,,,,251.02384092495265,,Mid-range,4.2,4,,91,4.6,5.0,3.0,3.0,1.0,4.0,5.0,3.0,5.0,2.0,3.4444444444444446,13.475,Temperate,,3831000,2.08
REC-03832-baaadf4e-007680,v1.0,active,2026-01-31,3832,49,46-55,Colosseum,Great Wall of China,['Colosseum'],Rome,Italy,,europe,"['Art', 'History']",2,False,4,2,,,,,167.16277353430425,,Mid-range,2.6,3,,91,4.5,5.0,3.0,3.0,2.0,4.0,5.0,3.0,5.0,2.0,3.555555555555556,16.633333333333333,Temperate,,3832000,1.7
REC-03833-cbbc03fb-007681,v1.0,active,2026-01-31,3833,66,55+,Machu Picchu,Machu Picchu,['Machu Picchu'],Cusco,Peru,,,['Architecture'],1,False,7,1,,,,,150.0,,,4.8,5,,91,4.8,,,,,,,,,,,,,,3833000,1.89
REC-03834-cbbc03fb-007682,v1.0,active,2026-01-31,3834,51,46-55,Machu Picchu,Colosseum,"['Machu Picchu', 'Taj Mahal']",Cusco,Peru,,,['Cultural'],1,True,8,4,,,,,168.0240754423162,,,2.1,3,,89,4.5,,,,,,,,,,,,,,3834000,3.2
REC-03834-3e801283-007683,v1.0,active,2026-01-31,3834,51,46-55,Taj Mahal,Colosseum,"['Machu Picchu', 'Taj Mahal']",Agra,India,,,['Cultural'],1,True,8,4,,,,,168.0240754423162,,,2.1,3,,89,4.5,,,,,,,,,,,,,,3834000,3.2
REC-03835-cbbc03fb-007684,v1.0,active,2026-01-31,3835,58,55+,Machu Picchu,Eiffel Tower,"['Machu Picchu', 'Taj Mahal', 'Great Wall of China']",Cusco,Peru,,,"['Art', 'History', 'Nature']",3,True,6,5,,,,,299.1578699278673,,,2.3,3,,97,4.0,,,,,,,,,,,,,,3835000,2.69
REC-03835-3e801283-007685,v1.0,active,2026-01-31,3835,58,55+,Taj Mahal,Eiffel Tower,"['Machu Picchu', 'Taj Mahal', 'Great Wall of China']",Agra,India,,,"['Art', 'History', 'Nature']",3,True,6,5,,,,,299.1578699278673,,,2.3,3,,97,4.0,,,,,,,,,,,,,,3835000,2.69
REC-03835-a40279d9-007686,v1.0,active,2026-01-31,3835,58,55+,Great Wall of China,Eiffel Tower,"['Machu Picchu', 'Taj Mahal', 'Great Wall of China']",Beijing,China,,asia,"['Art', 'History', 'Nature']",3,True,6,5,,,,,299.1578699278673,,Mid-range,2.3,3,,97,4.0,5.0,3.0,3.0,1.0,4.0,5.0,3.0,5.0,2.0,3.4444444444444446,13.475,Temperate,,3835000,2.69
REC-03836-6e5a907e-007687,v1.0,active,2026-01-31,3836,37,36-45,Eiffel Tower,Machu Picchu,['Eiffel Tower'],Paris,France,,europe,"['Art', 'History', 'Cultural']",3,False,4,3,,,,,150.0,,Luxury,3.8,4,,89,4.1,5.0,2.0,3.0,1.0,5.0,5.0,4.0,5.0,2.0,3.555555555555556,13.266666666666666,Temperate,,3836000,3.45
REC-03837-cbbc03fb-007688,v1.0,active,2026-01-31,3837,50,46-55,Machu Picchu,Taj Mahal,['Machu Picchu'],Cusco,Peru,,,['Nature'],1,True,5,2,,,,,150.0,,,3.2,3,,95,4.4,,,,,,,,,,,,,,3837000,4.24
REC-03838-cbbc03fb-007689,v1.0,active,2026-01-31,3838,27,26-35,Machu Picchu,Great Wall of China,"['Machu Picchu', 'Great Wall of China', 'Eiffel Tower']",Cusco,Peru,,,"['Nature', 'Art']",2,False,8,8,,,,,166.46617165556358,,,3.8,4,,89,4.5,,,,,,,,,,,,,,3838000,4.63
REC-03838-a40279d9-007690,v1.0,active,2026-01-31,3838,27,26-35,Great Wall of China,Great Wall of China,"['Machu Picchu', 'Great Wall of China', 'Eiffel Tower']",Beijing,China,,asia,"['Nature', 'Art']",2,False,8,8,,,,,166.46617165556358,,Mid-range,3.8,4,,89,4.5,5.0,3.0,3.0,1.0,4.0,5.0,3.0,5.0,2.0,3.4444444444444446,13.475,Temperate,,3838000,4.63
REC-03838-6e5a907e-007691,v1.0,active,2026-01-31,3838,27,26-35,Eiffel Tower,Great Wall of China,"['Machu Picchu', 'Great Wall of China', 'Eiffel Tower']",Paris,France,,europe,"['Nature', 'Art']",2,False,8,8,,,,,166.46617165556358,,Luxury,3.8,4,,89,4.5,5.0,2.0,3.0,1.0,5.0,5.0,4.0,5.0,2.0,3.555555555555556,13.266666666666666,Temperate,,3838000,4.63
REC-03839-a40279d9-007692,v1.0,active,2026-01-31,3839,33,26-35,Great Wall of China,Great Wall of China,"['Great Wall of China', 'Taj Mahal', 'Colosseum']",Beijing,China,,asia,"['Cultural', 'Nature', 'Art']",3,True,8,6,,,,,186.41273278282117,,Mid-range,2.0,3,,94,4.9,5.0,3.0,3.0,1.0,4.0,5.0,3.0,5.0,2.0,3.4444444444444446,13.475,Temperate,,3839000,3.11
REC-03839-3e801283-007693,v1.0,active,2026-01-31,3839,33,26-35,Taj Mahal,Great Wall of China,"['Great Wall of China', 'Taj Mahal', 'Colosseum']",Agra,India,,,"['Cultural', 'Nature', 'Art']",3,True,8,6,,,,,186.41273278282117,,,2.0,3,,94,4.9,,,,,,,,,,,,,,3839000,3.11
REC-03839-baaadf4e-007694,v1.0,active,2026-01-31,3839,33,26-35,Colosseum,Great Wall of China,"['Great Wall of China', 'Taj Mahal', 'Colosseum']",Rome,Italy,,europe,"['Cultural', 'Nature', 'Art']",3,True,8,6,,,,,186.41273278282117,,Mid-range,2.0,3,,94,4.9,5.0,3.0,3.0,2.0,4.0,5.0,3.0,5.0,2.0,3.555555555555556,16.633333333333333,Temperate,,3839000,3.11
REC-03840-baaadf4e-007695,v1.0,active,2026-01-31,3840,43,36-45,Colosseum,Great Wall of China,"['Colosseum', 'Eiffel Tower', 'Great Wall of China']",Rome,Italy,,europe,['Nature'],1,True,3,7,,,,,127.71463624217692,,Mid-range,4.3,4,,93,4.5,5.0,3.0,3.0,2.0,4.0,5.0,3.0,5.0,2.0,3.555555555555556,16.633333333333333,Temperate,,3840000,4.84
REC-03840-6e5a907e-007696,v1.0,active,2026-01-31,3840,43,36-45,Eiffel Tower,Great Wall of China,"['Colosseum', 'Eiffel Tower', 'Great Wall of China']",Paris,France,,europe,['Nature'],1,True,3,7,,,,,127.71463624217692,,Luxury,4.3,4,,93,4.5,5.0,2.0,3.0,1.0,5.0,5.0,4.0,5.0,2.0,3.555555555555556,13.266666666666666,Temperate,,3840000,4.84
REC-03840-a40279d9-007697,v1.0,active,2026-01-31,3840,43,36-45,Great Wall of China,Great Wall of China,"['Colosseum', 'Eiffel Tower', 'Great Wall of China']",Beijing,China,,asia,['Nature'],1,True,3,7,,,,,127.71463624217692,,Mid-range,4.3,4,,93,4.5,5.0,3.0,3.0,1.0,4.0,5.0,3.0,5.0,2.0,3.4444444444444446,13.475,Temperate,,3840000,4.84
REC-03841-a40279d9-007698,v1.0,active,2026-01-31,3841,49,46-55,Great Wall of China,Colosseum,"['Great Wall of China', 'Colosseum', 'Taj Mahal']",Beijing,China,,asia,['Art'],1,True,5,3,,,,,161.30518788165946,,Mid-range,2.7,3,,93,4.8,5.0,3.0,3.0,1.0,4.0,5.0,3.0,5.0,2.0,3.4444444444444446,13.475,Temperate,,3841000,3.7
REC-03841-baaadf4e-007699,v1.0,active,2026-01-31,3841,49,46-55,Colosseum,Colosseum,"['Great Wall of China', 'Colosseum', 'Taj Mahal']",Rome,Italy,,europe,['Art'],1,True,5,3,,,,,161.30518788165946,,Mid-range,2.7,3,,93,4.8,5.0,3.0,3.0,2.0,4.0,5.0,3.0,5.0,2.0,3.555555555555556,16.633333333333333,Temperate,,3841000,3.7
REC-03841-3e801283-007700,v1.0,active,2026-01-31,3841,49,46-55,Taj Mahal,Colosseum,"['Great Wall of China', 'Colosseum', 'Taj Mahal']",Agra,India,,,['Art'],1,True,5,3,,,,,161.30518788165946,,,2.7,3,,93,4.8,,,,,,,,,,,,,,3841000,3.7
REC-03842-baaadf4e-007701,v1.0,active,2026-01-31,3842,30,26-35,Colosseum,Colosseum,['Colosseum'],Rome,Italy,,europe,['Architecture'],1,True,6,1,,,,,125.29420361219412,,Mid-range,1.8,3,,88,4.2,5.0,3.0,3.0,2.0,4.0,5.0,3.0,5.0,2.0,3.555555555555556,16.633333333333333,Temperate,,3842000,4.86
